ResponseId,AIBen - Greater efficiency,AIBen - Improve accuracy in coding,AIBen - Improve collaboration,AIBen - Increase productivity,AIBen - Make workload more manageable,AIBen - Other (please specify):,AIBen - Speed up learning
356,True,False,False,True,False,False,False
357,True,False,False,True,False,False,True
358,False,False,False,True,False,False,True
359,True,False,False,True,False,False,True
360,False,False,False,False,False,False,False
361,False,False,False,False,False,False,False
362,True,False,False,True,False,False,True
363,False,False,False,False,False,False,False
364,False,False,False,True,False,False,True
365,False,False,False,False,False,False,False
366,False,False,False,False,False,False,False
367,False,False,False,True,False,False,True
368,False,False,False,True,False,False,False
369,False,False,False,False,False,False,False
370,True,False,False,False,False,False,False
371,False,False,False,False,False,False,False
372,False,True,True,True,False,False,True
373,False,False,False,False,False,False,False
374,True,True,False,True,True,False,True
375,False,False,False,False,False,False,False
376,False,False,False,False,False,False,True
377,False,False,False,True,False,False,True
378,False,False,False,True,False,False,False
379,True,True,False,True,True,False,True
380,True,False,False,True,False,False,False
381,False,False,False,False,False,False,False
382,False,False,False,False,False,False,False
383,False,False,False,False,False,False,False
384,True,False,False,True,False,False,True
385,False,False,False,True,True,False,False
386,False,False,False,False,False,False,False
387,False,False,False,True,False,False,True
388,False,False,False,False,False,False,False
389,False,False,False,True,False,False,False
390,True,True,False,True,False,False,True
391,True,False,False,True,False,False,True
392,True,True,True,True,True,False,True
393,False,True,False,False,False,False,False
394,False,False,False,False,False,False,False
395,False,True,False,True,False,False,True
396,False,False,False,True,False,False,True
397,False,True,False,False,False,False,True
398,False,False,False,False,False,False,False
399,False,False,False,False,False,False,False
400,False,False,False,True,False,False,False
401,False,True,False,True,True,False,False
402,False,False,False,False,False,False,False
403,False,False,False,False,False,False,False
404,False,False,False,False,False,False,False
405,False,False,False,False,False,False,False
406,False,False,False,False,False,False,False
407,True,False,False,True,True,False,True
408,False,False,False,False,True,False,True
409,True,False,False,True,False,False,True
410,False,False,False,True,False,False,True
411,False,False,False,False,False,False,False
412,False,False,False,False,False,False,False
413,False,False,False,False,False,False,False
414,False,False,False,True,False,False,True
415,False,False,False,False,False,False,False
416,False,False,False,False,False,False,False
417,False,False,False,True,False,False,False
418,False,False,False,False,False,False,False
419,False,True,False,False,False,False,False
420,False,False,False,False,False,False,False
421,False,False,False,False,False,False,True
422,False,False,False,False,False,False,False
423,False,False,False,True,True,False,True
424,False,False,False,True,False,False,False
425,False,False,False,False,False,False,False
426,True,False,False,False,False,False,True
427,False,False,False,False,False,True,False
428,True,False,False,True,False,False,True
429,True,True,False,True,False,False,False
430,False,True,False,True,True,False,True
431,False,False,False,False,False,False,True
432,False,False,False,False,False,False,False
433,False,False,False,False,False,False,False
434,True,False,False,True,True,False,False
435,True,False,False,True,True,False,False
436,True,False,False,True,True,False,False
437,True,False,False,False,False,False,True
438,False,False,False,False,False,False,False
439,False,False,False,False,False,False,False
440,False,False,False,False,False,False,False
441,True,True,False,False,False,False,False
442,False,True,False,False,False,False,False
443,False,False,False,False,False,False,False
444,True,False,False,True,False,False,True
445,False,False,False,False,False,False,True
446,True,False,False,True,True,False,False
447,True,False,False,False,False,False,False
448,False,False,False,False,False,False,False
449,False,False,False,False,False,False,False
450,False,False,False,False,False,False,False
451,True,False,False,False,False,False,True
452,True,True,False,True,False,False,False
453,False,True,True,False,False,False,True
454,False,False,False,False,False,False,False
455,False,False,False,False,False,False,False
456,False,False,False,True,False,False,False
457,False,False,False,False,False,False,False
458,True,False,False,True,False,False,False
459,False,False,False,False,False,False,False
460,True,False,False,True,False,False,False
461,False,False,False,False,False,False,False
462,True,False,False,True,False,False,True
463,False,False,False,False,False,False,False
464,False,False,False,False,False,False,False
465,True,True,False,True,False,False,True
466,False,False,False,False,False,False,False
467,False,False,False,False,False,False,False
468,False,False,False,True,False,False,True
469,True,True,True,True,True,False,True
470,False,False,False,False,False,False,False
471,False,False,False,True,False,False,True
472,True,True,False,True,True,False,True
473,True,True,False,True,True,False,True
474,False,False,False,False,False,False,False
475,False,False,False,False,False,False,False
476,False,False,False,False,False,False,False
477,False,False,False,False,False,False,False
478,False,False,False,False,False,False,False
479,False,False,False,True,False,False,False
480,True,False,False,True,False,False,True
481,True,True,False,False,False,False,True
482,True,False,False,True,False,False,False
483,False,False,False,False,False,False,False
484,True,False,False,True,False,False,True
485,False,False,False,True,False,False,True
486,False,False,False,True,False,False,True
487,False,False,False,False,False,False,False
488,True,False,False,True,False,True,True
489,False,False,False,False,False,False,False
490,True,False,False,True,True,False,False
491,True,True,False,True,True,False,False
492,False,True,False,True,False,False,False
493,False,False,False,True,True,False,True
494,False,False,False,False,False,False,False
495,False,False,False,False,False,False,False
496,False,False,False,False,False,False,False
497,True,False,False,True,False,False,False
498,False,False,False,False,False,True,False
499,True,True,False,True,True,False,True
500,False,True,False,True,False,True,False
501,False,False,False,False,False,False,False
502,True,True,False,True,False,False,True
503,True,False,False,True,True,False,False
504,False,False,False,True,False,False,True
505,False,False,False,False,False,False,False
506,False,False,False,False,False,False,False
507,False,False,False,False,False,False,False
508,True,False,False,True,True,False,True
509,True,True,True,True,True,False,True
510,False,False,False,True,False,False,False
511,False,False,False,False,False,False,False
512,False,False,False,False,False,False,True
513,False,False,False,False,False,False,False
514,True,False,False,True,False,False,False
515,False,False,False,False,False,False,False
516,True,False,False,True,False,False,True
517,True,True,True,True,True,False,True
518,True,False,False,True,False,False,False
519,False,False,False,False,False,False,False
520,True,False,False,True,False,False,True
521,True,False,False,True,False,False,True
522,False,False,False,False,False,False,False
523,False,False,False,False,False,False,False
524,False,False,False,False,False,False,False
525,False,False,False,False,False,False,False
526,False,False,False,False,False,False,False
527,True,False,False,False,False,False,True
528,True,False,False,True,False,False,True
529,False,True,False,True,False,False,False
530,False,False,False,False,False,False,False
531,False,False,False,False,False,False,False
532,False,False,False,False,False,False,False
533,True,False,False,True,False,False,False
534,True,False,True,True,False,False,True
535,False,False,False,False,False,False,False
536,False,False,False,False,False,False,True
537,False,False,False,False,False,False,False
538,False,False,False,False,False,False,False
539,False,False,False,False,False,False,False
540,False,False,True,False,False,False,True
541,False,False,False,False,False,False,False
542,False,False,False,False,False,False,True
543,False,False,False,False,False,False,True
544,True,False,False,True,False,False,False
545,True,False,False,False,False,False,False
546,False,False,False,False,False,False,False
547,False,False,False,False,False,False,False
548,True,False,False,True,False,False,False
549,False,True,False,True,True,False,True
550,False,False,False,False,False,False,False
551,False,False,False,False,False,False,False
552,False,False,False,True,False,False,True
553,False,False,False,True,True,False,False
554,False,False,False,False,False,False,False
555,False,False,False,False,True,False,False
556,False,False,False,False,False,True,False
557,True,False,False,True,False,False,False
558,True,True,False,True,False,False,True
559,False,False,False,False,False,False,False
560,False,False,False,False,False,False,False
561,False,True,False,True,False,False,True
562,False,False,False,False,False,False,False
563,False,False,False,False,False,False,False
564,False,False,False,False,False,False,False
565,False,False,False,False,False,False,False
566,False,False,False,False,False,False,False
567,False,False,False,False,False,False,False
568,False,True,False,True,False,False,False
569,False,True,False,True,False,False,True
570,False,True,False,True,False,False,False
571,True,False,False,True,False,False,True
572,False,False,False,False,False,False,True
573,False,False,False,True,False,False,False
574,False,False,False,False,False,False,False
575,True,False,False,True,True,False,False
576,False,False,False,False,False,False,False
577,False,False,False,False,False,False,False
578,False,False,False,False,False,False,True
579,False,False,False,False,False,False,False
580,False,False,False,False,False,False,False
581,True,True,False,True,False,False,False
582,False,False,False,True,False,True,False
583,False,False,False,False,False,False,False
584,True,False,False,True,False,False,False
585,False,False,False,False,False,False,False
586,True,False,False,False,False,False,True
587,False,False,False,False,False,False,False
588,True,False,False,True,False,True,False
589,True,False,False,True,True,False,False
590,False,False,False,False,False,False,False
591,False,False,False,False,False,False,False
592,False,False,False,False,False,False,False
593,False,False,False,False,False,False,False
594,True,True,False,True,False,False,False
595,True,False,False,True,False,False,False
596,False,False,False,False,False,False,False
597,False,False,False,False,False,False,False
598,True,False,False,True,True,False,False
599,False,False,False,True,True,False,True
600,True,True,False,True,False,False,True
601,False,True,True,False,False,False,True
602,False,False,False,False,False,False,False
603,False,False,False,False,False,False,False
604,False,False,False,False,False,True,True
605,False,False,False,False,False,False,False
606,True,False,False,True,False,False,True
607,True,False,False,True,False,False,False
608,True,False,False,False,False,False,False
609,True,False,False,True,True,False,True
610,True,True,False,True,True,False,True
611,False,False,False,False,False,False,False
612,False,False,False,True,False,False,True
613,False,False,False,False,False,False,False
614,True,False,False,True,False,False,False
615,False,False,False,False,False,False,False
616,False,False,False,True,False,False,True
617,False,False,False,False,False,False,False
618,False,True,False,True,False,False,True
619,False,False,False,False,False,False,False
620,True,False,False,False,False,False,True
621,False,False,False,False,False,False,False
622,False,False,False,False,False,False,False
623,True,False,False,True,False,False,False
624,False,False,False,False,False,False,False
625,False,False,False,True,False,False,False
626,True,False,False,True,False,False,True
627,False,False,False,False,False,False,False
628,True,True,False,True,False,False,True
629,True,False,False,True,True,False,True
630,True,False,False,True,False,False,True
631,False,False,False,False,False,False,True
632,True,False,False,True,False,False,False
633,False,False,False,False,False,False,False
634,True,False,False,True,True,False,True
635,True,False,True,False,True,False,True
636,False,False,False,False,False,False,False
637,False,False,False,True,False,False,True
638,True,True,True,True,True,False,True
639,False,False,False,False,False,False,False
640,False,False,False,True,False,False,False
641,True,True,False,True,False,False,False
642,False,False,False,False,False,False,False
643,False,False,False,True,False,False,True
644,False,False,False,False,False,False,True
645,True,False,False,True,False,False,False
646,False,False,False,False,False,False,False
647,True,True,False,True,False,False,True
648,False,False,False,False,False,False,False
649,False,False,False,False,False,False,False
650,True,False,False,True,False,False,True
651,False,False,False,False,False,False,False
652,False,False,False,False,False,False,False
653,False,False,False,True,False,False,False
654,False,False,False,False,False,False,False
655,False,False,False,False,False,False,True
656,False,False,False,False,False,False,False
657,False,False,False,False,False,False,False
658,True,False,False,True,True,False,True
659,False,False,False,True,False,False,False
660,False,False,False,False,False,False,False
661,False,False,False,False,False,False,True
662,True,True,False,True,False,False,True
663,True,False,False,True,False,False,True
664,False,True,False,False,True,False,True
665,True,True,True,True,True,False,True
666,True,False,False,True,False,False,True
667,False,True,False,True,False,False,True
668,True,False,False,True,False,False,True
669,False,False,False,False,False,False,False
670,False,False,False,False,False,False,False
671,False,False,False,False,False,False,False
672,False,True,False,False,False,False,True
673,False,False,False,False,False,False,False
674,True,False,False,False,False,False,True
675,True,True,True,True,True,False,True
676,True,False,False,True,True,False,False
677,False,False,False,False,False,False,False
678,False,False,False,True,False,False,False
679,False,False,False,False,False,False,False
680,False,False,False,False,False,False,False
681,False,False,False,True,False,False,True
682,False,False,False,True,False,False,False
683,False,False,False,False,False,False,False
684,True,False,False,True,False,False,True
685,False,False,False,False,False,False,False
686,False,False,False,True,False,False,False
687,True,False,False,True,True,False,False
688,False,False,False,True,False,False,False
689,False,False,False,True,True,False,True
690,False,False,False,True,False,False,True
691,False,False,False,False,False,False,False
692,True,False,False,True,False,False,True
693,True,True,False,True,True,False,True
694,False,False,False,True,True,False,True
695,False,False,False,True,False,False,True
696,True,False,False,False,True,False,False
697,True,False,False,False,False,False,True
698,True,False,False,True,True,False,False
699,False,False,False,True,False,False,False
700,False,False,False,False,False,True,False
701,True,True,False,True,False,False,False
702,True,True,False,True,False,False,False
703,False,False,False,False,False,False,False
704,True,True,False,True,False,False,False
705,False,False,False,False,False,False,True
706,False,False,False,False,False,False,False
707,False,False,False,False,False,False,False
708,False,False,False,False,False,False,False
709,False,False,False,False,False,False,False
710,True,False,False,True,False,False,False
711,False,False,False,False,False,False,False
712,False,False,False,False,False,False,False
713,False,False,True,False,False,False,True
714,False,False,False,False,False,False,False
715,True,False,False,True,True,False,False
716,False,False,False,False,False,False,False
717,True,False,False,True,False,False,False
718,True,False,False,True,False,False,False
719,True,True,False,False,False,False,False
720,False,False,False,False,False,False,False
721,False,False,False,False,False,False,False
722,True,False,True,True,False,False,False
723,False,False,False,True,False,True,True
724,False,False,False,False,False,False,False
725,False,False,False,False,False,False,False
726,False,True,False,True,False,False,True
727,True,False,False,False,False,False,True
728,False,False,False,False,False,False,False
729,False,False,False,False,False,False,False
730,False,False,False,False,False,False,False
731,False,False,False,False,False,False,False
732,False,False,False,False,False,False,True
733,False,False,False,False,False,False,True
734,False,False,False,False,True,False,True
735,True,True,False,True,True,False,True
736,False,True,False,False,False,True,True
737,False,False,False,False,False,False,False
738,False,True,False,True,False,False,True
739,False,False,False,False,False,False,False
740,False,False,False,False,False,False,False
741,False,False,False,False,False,False,False
742,True,False,False,True,False,False,False
743,True,False,False,False,False,False,True
744,False,False,False,True,False,False,True
745,False,False,False,True,False,False,False
746,True,False,False,True,False,False,True
747,False,False,False,False,False,False,False
748,True,True,False,True,True,False,True
749,True,False,False,True,False,False,False
750,True,False,False,True,False,False,False
751,False,False,False,False,False,False,False
752,True,True,False,True,False,False,False
753,False,False,False,False,False,False,False
754,False,False,False,False,False,False,False
755,False,False,False,False,False,False,False
756,False,False,False,False,False,False,False
757,False,True,False,True,False,False,False
758,True,True,False,True,True,True,True
759,False,False,False,False,False,False,False
760,False,False,True,False,False,False,True
761,False,False,False,True,False,False,True
762,False,False,False,False,False,False,False
763,True,False,False,False,False,False,False
764,False,False,False,False,False,False,False
765,True,False,False,False,False,False,True
766,False,False,False,False,False,False,False
767,True,True,True,True,True,False,True
768,False,False,False,True,False,False,True
769,True,False,False,False,False,False,False
770,True,False,False,True,False,False,False
771,False,False,False,False,True,False,True
772,False,False,False,False,False,False,False
773,False,True,False,True,False,False,True
774,True,True,False,True,False,False,True
775,True,True,False,True,True,False,True
776,False,False,False,False,False,False,False
777,False,False,False,False,False,False,False
778,True,True,False,True,False,False,True
779,True,False,False,True,False,False,False
780,False,False,False,False,False,False,False
781,False,False,False,True,False,False,False
782,True,True,False,True,False,False,True
783,True,False,False,True,False,False,True
784,True,False,False,False,False,True,True
785,True,False,False,True,True,False,True
786,False,False,False,False,False,False,False
787,False,False,False,False,False,False,True
788,True,False,False,True,False,False,True
789,True,False,False,True,False,True,True
790,True,True,False,True,True,False,True
791,True,False,False,False,False,False,False
792,False,False,False,False,False,False,False
793,True,False,False,True,False,False,False
794,False,False,False,False,False,False,False
795,True,False,False,True,False,False,False
796,False,False,False,False,False,False,False
797,True,True,False,True,True,False,True
798,False,False,False,False,False,False,True
799,False,False,False,False,False,False,False
800,True,False,False,True,True,True,True
801,True,True,True,False,True,False,True
802,True,False,False,True,False,True,True
803,False,False,False,True,False,False,False
804,False,False,True,False,False,False,True
805,False,False,False,False,False,False,False
806,False,False,False,False,False,False,False
807,False,False,False,False,False,False,False
808,True,False,False,True,True,False,True
809,False,False,False,False,False,False,False
810,False,False,False,False,False,False,False
811,False,False,False,False,False,False,False
812,True,False,False,True,False,False,False
813,False,True,False,True,False,False,False
814,True,True,False,True,False,True,True
815,False,False,False,True,True,False,True
816,False,False,False,True,False,False,False
817,False,False,False,False,False,False,False
818,False,False,False,False,False,False,False
819,False,False,False,False,False,False,False
820,False,False,False,False,False,False,False
821,False,False,False,False,False,False,False
822,False,False,False,False,False,False,False
823,False,False,False,False,False,False,False
824,False,False,True,True,True,False,False
825,True,False,False,True,True,False,True
826,True,False,False,True,False,False,False
827,False,False,False,True,False,False,False
828,False,False,False,False,False,False,True
829,False,False,False,False,False,False,True
830,False,False,False,False,False,False,False
831,False,False,False,False,False,False,False
832,False,False,False,False,False,False,False
833,True,False,False,True,False,False,False
834,True,False,False,True,True,False,True
835,False,False,False,False,False,False,False
836,True,False,True,True,True,False,True
837,False,False,False,False,False,False,False
838,False,False,False,False,False,False,False
839,False,False,False,False,False,False,False
840,True,True,True,True,True,False,True
841,True,True,False,True,False,False,True
842,False,False,False,False,False,False,False
843,False,False,False,True,False,False,True
844,True,True,False,True,False,False,False
845,False,False,False,False,False,False,False
846,False,False,False,True,False,False,True
847,False,False,False,True,False,False,False
848,False,True,False,False,False,False,True
849,False,False,False,False,False,False,False
850,False,False,False,False,False,True,False
851,False,False,False,False,False,False,False
852,False,False,False,False,False,False,False
853,True,False,False,True,False,False,False
854,False,False,False,False,False,False,False
855,True,False,False,True,False,False,False
856,False,False,False,False,False,False,False
857,False,False,False,False,False,False,False
858,False,False,False,False,False,False,False
859,True,True,False,True,False,False,True
860,True,False,False,False,False,False,True
861,False,False,False,False,False,False,False
862,True,False,False,True,False,False,False
