ResponseId,LearnCode - Books / Physical media,LearnCode - Coding Bootcamp,LearnCode - Colleague,LearnCode - Friend or family member,LearnCode - On the job training,LearnCode - Online Courses or Certification,LearnCode - Other (please specify):,"LearnCode - Other online resources (e.g., videos, blogs, forum, online community)","LearnCode - School (i.e., University, College, etc)"
284,True,False,False,False,True,False,True,False,False
285,False,False,False,False,True,False,False,True,False
286,False,False,True,False,True,True,False,False,True
287,False,False,False,False,False,False,True,False,False
288,False,False,False,False,False,True,False,True,True
289,True,False,False,False,False,True,False,True,False
290,True,True,False,False,False,True,False,True,False
291,False,False,False,False,False,False,False,False,True
292,False,False,False,False,True,True,False,True,False
293,True,True,True,True,True,True,False,True,True
294,False,False,False,False,True,True,False,True,False
295,False,False,False,False,False,False,False,True,False
296,True,True,True,True,False,True,False,True,True
297,False,False,False,False,False,True,False,False,False
298,True,False,False,False,False,False,True,True,False
299,True,True,True,True,True,True,False,True,True
300,False,False,False,False,True,False,True,False,False
301,True,False,False,False,True,False,False,True,False
302,True,False,False,False,True,False,False,True,False
303,False,False,False,False,False,True,False,True,True
304,True,False,False,False,False,False,False,True,True
305,False,False,False,False,False,False,False,True,False
306,False,False,False,False,True,True,False,True,False
307,False,True,True,False,True,True,False,False,True
308,False,False,False,False,False,False,True,True,False
309,True,True,False,False,True,True,False,True,True
310,True,False,False,False,True,True,False,True,False
311,True,False,False,False,True,True,False,True,False
312,True,False,True,True,False,True,False,True,False
313,True,False,False,False,True,False,False,False,False
314,False,False,False,False,True,False,False,True,False
315,True,False,True,True,True,True,False,True,False
316,True,False,False,False,False,True,False,True,False
317,True,False,False,False,True,True,False,False,False
318,True,False,False,False,False,False,False,True,False
319,True,False,False,False,True,True,False,False,False
320,False,False,False,False,True,False,False,True,True
321,True,False,False,False,True,True,False,True,True
322,True,False,False,False,False,True,False,True,False
323,False,False,False,False,False,True,False,True,False
324,True,True,True,False,False,True,False,True,True
325,False,False,False,False,True,True,False,False,True
326,True,False,False,False,True,True,False,True,False
327,True,False,False,False,True,True,False,False,True
328,True,False,False,False,True,False,False,True,False
329,False,False,True,False,False,False,False,True,False
330,False,False,False,False,False,True,False,True,False
331,True,False,False,False,True,False,False,True,True
332,True,False,False,False,True,True,False,True,True
333,False,False,True,True,True,True,False,True,True
334,True,False,False,False,True,False,False,True,True
335,True,False,False,False,False,True,False,True,False
336,True,False,True,False,True,True,False,True,False
337,False,False,False,False,True,True,False,True,True
338,False,False,False,False,False,False,False,False,True
339,True,False,False,False,False,False,True,True,True
340,True,False,True,False,False,False,False,True,True
341,False,True,False,False,True,True,False,False,True
342,True,False,False,False,True,False,False,True,False
343,False,False,False,False,True,True,False,True,False
344,True,False,False,False,False,True,False,True,False
345,True,False,False,False,False,True,True,True,False
346,False,False,False,False,True,True,False,True,True
347,True,True,True,True,True,True,False,True,True
348,True,False,False,False,False,False,False,True,False
349,True,False,False,False,False,False,True,True,False
350,True,False,False,False,False,True,False,True,False
351,True,False,False,True,True,False,False,True,False
352,True,True,False,False,True,True,False,True,False
353,False,False,False,False,True,False,False,True,False
354,False,False,False,False,False,False,False,True,False
355,False,False,False,False,True,False,False,True,False
356,False,False,False,False,False,False,False,True,False
357,False,False,False,False,True,True,False,True,True
358,True,False,False,False,True,False,False,True,True
359,True,False,False,False,False,False,False,True,False
360,False,False,False,False,True,True,False,True,False
361,False,False,False,False,False,False,False,True,False
362,True,False,False,False,False,False,False,True,False
363,True,False,False,False,False,False,False,True,False
364,True,False,True,False,True,True,False,True,False
365,False,False,False,False,True,True,False,True,False
366,True,False,False,False,True,True,False,True,False
367,False,False,False,False,False,True,False,False,False
368,False,False,False,False,False,False,False,True,False
369,False,False,True,False,False,False,False,True,False
370,True,False,False,False,False,False,False,True,False
371,True,False,True,False,False,True,False,True,False
372,False,False,False,False,False,False,False,False,True
373,True,False,False,True,False,False,False,True,True
374,False,False,False,False,True,True,False,True,True
375,True,False,True,False,True,True,False,True,True
376,True,False,False,False,False,False,True,True,False
377,True,True,True,False,True,True,False,True,True
378,True,False,False,False,False,True,False,True,False
379,True,False,False,False,True,True,False,True,False
380,True,False,False,False,False,True,False,True,False
381,False,False,False,False,True,False,True,False,False
382,True,False,True,True,True,True,False,False,False
383,False,False,False,False,True,False,False,True,False
384,True,False,False,False,False,False,False,True,False
385,True,False,False,False,False,False,False,True,False
386,True,False,False,False,True,True,False,True,False
387,True,False,False,False,False,False,False,True,True
388,True,False,False,False,True,False,False,True,False
389,False,False,False,False,False,False,False,False,True
390,True,False,True,False,True,False,False,True,True
391,True,False,False,False,False,False,False,True,True
392,False,False,False,False,False,True,False,True,False
393,True,False,False,False,False,False,False,False,False
394,True,False,True,True,True,True,False,True,True
395,False,False,False,False,False,False,False,True,False
396,True,False,False,False,True,False,False,True,True
397,True,False,False,False,False,True,False,True,True
398,True,True,False,False,True,True,False,False,False
399,True,False,True,False,True,False,False,True,False
400,False,False,False,False,False,False,False,True,True
401,False,False,False,False,False,False,False,True,True
402,True,False,False,False,False,True,True,True,False
403,True,True,False,False,True,True,False,True,False
404,True,False,False,False,False,False,False,True,False
405,False,True,False,False,False,True,False,True,False
406,True,True,False,False,True,True,False,False,False
407,True,False,False,False,True,True,False,True,False
408,True,False,True,False,False,True,False,True,True
409,True,False,False,True,False,False,False,True,True
410,True,False,True,False,False,False,False,True,False
411,False,False,False,False,True,False,False,False,False
412,True,False,True,True,True,True,False,True,False
413,True,False,False,True,False,False,False,True,False
414,False,False,False,False,False,False,False,True,False
415,False,False,False,False,False,False,False,True,False
416,True,False,False,False,True,False,False,True,True
417,True,False,False,False,False,True,False,True,False
418,True,False,False,False,False,False,False,True,True
419,True,False,True,True,False,True,False,True,False
420,False,False,False,False,False,False,False,True,False
421,True,False,False,False,True,True,False,True,True
422,False,False,False,False,False,False,False,True,False
423,False,False,True,False,True,True,False,True,False
424,False,False,False,False,True,True,False,True,False
425,True,False,True,True,False,False,False,True,True
426,False,False,False,False,True,False,False,True,False
427,True,False,False,True,False,True,False,False,False
428,True,False,False,False,False,True,False,True,False
429,True,False,False,False,True,True,False,True,False
430,True,False,False,False,False,False,False,True,False
431,True,False,False,True,False,True,False,True,True
432,True,False,True,True,True,False,False,True,False
433,True,False,True,False,True,True,False,True,False
434,True,False,False,False,False,True,False,True,False
435,True,False,False,False,True,True,False,True,False
436,True,False,False,False,True,False,False,True,False
437,False,False,False,False,False,False,False,True,False
438,True,False,False,False,True,True,False,True,True
439,False,False,False,False,False,False,True,False,False
440,False,False,False,False,False,True,False,False,True
441,False,False,False,False,True,True,False,True,False
442,True,False,False,False,True,False,False,True,False
443,True,False,False,False,True,True,False,True,True
444,True,False,True,False,True,True,False,True,True
445,False,False,False,False,False,True,False,True,False
446,True,True,False,False,False,False,False,True,True
447,True,False,True,False,True,True,False,True,False
448,False,False,False,False,False,False,False,True,True
449,False,False,False,False,False,False,True,True,False
450,True,False,False,False,True,False,False,True,True
451,True,False,False,False,False,False,False,True,False
452,False,False,False,False,True,False,False,True,False
453,False,False,True,False,True,False,False,True,True
454,False,False,False,False,True,False,True,True,True
455,True,False,True,False,False,True,False,True,False
456,False,False,False,False,True,True,False,True,False
457,False,False,False,False,False,False,False,False,True
458,True,False,True,False,True,True,False,True,True
459,True,False,False,False,False,True,False,True,True
460,False,False,False,False,False,True,False,True,True
461,False,False,False,False,False,False,False,True,False
462,True,False,True,False,True,True,False,True,True
463,False,False,False,False,False,False,False,True,False
464,True,True,False,False,False,True,False,False,True
465,True,False,True,True,True,False,True,True,True
466,True,False,False,False,True,False,False,False,True
467,False,False,False,False,False,False,True,False,False
468,True,False,True,False,False,True,False,True,False
469,True,False,False,False,False,False,False,True,False
470,True,False,False,False,True,True,True,True,False
471,True,False,False,False,False,False,False,True,True
472,False,False,False,False,False,True,True,True,True
473,False,False,False,False,True,True,False,True,True
474,False,False,False,False,False,True,False,True,False
475,True,True,True,True,True,True,False,True,True
476,False,False,False,False,False,False,True,True,False
477,True,False,False,False,False,False,False,True,True
478,True,False,False,False,True,False,True,False,False
479,True,False,False,False,False,True,False,True,True
480,True,False,False,False,False,True,False,True,False
481,False,False,True,True,True,False,False,True,False
482,True,False,False,False,False,False,False,True,True
483,True,False,True,False,True,True,False,True,False
484,True,False,True,False,False,True,False,True,False
485,False,False,True,True,True,True,False,True,False
486,False,True,False,False,False,True,False,False,False
487,False,False,False,False,False,False,False,True,False
488,False,False,False,False,False,True,False,True,True
489,False,False,False,False,False,True,False,True,True
490,True,False,True,False,False,True,False,False,True
491,False,False,False,False,False,True,False,True,False
492,True,False,False,False,False,True,False,True,False
493,True,False,False,False,False,True,False,True,False
494,False,False,False,False,False,True,False,True,True
495,True,False,True,False,False,True,False,True,False
496,False,False,False,False,False,False,False,True,False
497,True,False,False,True,False,False,False,True,True
498,True,False,False,False,False,True,False,True,False
499,False,False,False,False,True,True,False,True,False
500,True,False,False,True,False,True,True,True,False
501,False,False,False,False,False,True,False,True,True
502,False,False,False,False,False,True,False,True,False
503,True,False,False,False,True,True,False,True,True
504,True,False,False,False,True,False,False,True,True
505,True,False,False,True,False,False,False,True,True
506,True,False,False,False,True,False,False,True,False
507,True,True,True,False,False,False,False,True,False
508,True,False,True,False,False,False,False,True,True
509,False,False,False,False,True,False,False,True,False
510,False,False,False,False,False,False,False,True,True
511,False,False,False,False,False,False,False,True,True
512,True,False,False,False,False,False,False,True,True
513,False,False,False,False,False,False,False,True,True
514,False,True,False,False,False,True,False,True,False
515,True,False,False,False,True,False,False,True,False
516,False,False,False,False,False,False,False,True,True
517,False,False,True,False,True,True,False,True,False
518,True,False,False,False,False,False,False,True,False
519,True,False,False,False,False,False,False,True,True
520,True,False,False,False,True,False,False,True,True
521,False,False,False,False,False,True,False,True,False
522,True,False,False,False,False,True,False,True,False
523,False,False,False,False,False,True,False,True,True
524,False,True,False,False,False,False,False,False,False
525,False,False,False,False,False,False,False,True,False
526,True,False,False,False,False,True,False,True,False
527,False,False,False,False,True,False,False,True,True
528,True,True,False,False,False,True,False,True,True
529,True,False,True,False,True,False,False,True,False
530,True,False,False,True,False,False,False,False,True
531,False,False,False,False,True,False,False,True,False
532,True,False,False,False,False,True,False,True,False
533,False,False,False,False,False,False,False,True,True
534,False,False,False,False,True,False,False,True,False
535,True,False,False,False,True,True,False,False,False
536,False,True,False,False,True,False,False,True,False
537,True,False,False,False,False,False,False,True,False
538,True,False,False,False,True,False,False,True,False
539,False,False,False,False,True,True,False,True,False
540,True,False,False,False,True,False,False,False,False
541,False,False,False,False,False,False,False,True,True
542,False,False,False,False,False,False,False,True,False
543,True,False,False,False,False,True,False,True,False
544,False,False,False,False,True,True,False,False,True
545,True,False,False,False,False,False,False,True,False
546,True,True,True,True,True,True,False,True,False
547,True,True,True,False,True,True,False,True,True
548,False,False,False,False,False,False,False,True,False
549,True,False,False,False,False,True,False,True,True
550,False,False,False,False,True,False,False,True,False
551,False,False,True,False,True,True,False,True,False
552,True,False,False,False,False,True,False,True,False
553,True,True,True,True,True,True,False,True,False
554,True,False,False,False,True,False,False,True,False
555,False,False,False,False,True,True,False,True,False
556,True,False,False,False,False,False,False,True,True
557,False,False,False,False,False,True,False,True,False
558,True,False,True,True,True,True,False,True,False
559,False,False,False,False,False,True,False,True,False
560,False,False,False,False,False,False,True,False,False
561,True,True,True,False,False,True,False,True,True
562,False,False,False,False,True,True,False,False,True
563,False,False,False,False,False,True,False,False,False
564,False,True,True,False,True,True,False,True,False
565,True,False,True,True,True,True,False,True,True
566,True,False,False,False,False,False,False,True,False
567,False,False,True,False,False,False,False,True,False
568,True,False,False,False,True,True,False,False,False
569,True,False,False,False,False,False,False,True,False
570,False,False,False,False,False,True,False,True,False
571,True,False,False,False,False,True,False,True,True
572,False,False,False,False,False,False,False,True,False
573,False,False,False,False,False,True,False,True,False
574,False,False,False,False,True,True,False,True,True
575,False,False,True,True,False,True,False,True,False
576,False,False,False,False,False,False,False,True,False
577,True,False,False,True,True,False,False,True,True
578,True,False,False,False,False,False,False,True,False
579,False,False,False,False,True,False,False,False,False
580,True,False,False,False,True,False,False,False,True
581,True,True,False,False,True,True,False,False,True
582,True,False,False,False,False,False,False,True,False
583,True,False,False,False,False,False,False,True,False
584,True,False,False,False,False,False,False,True,True
585,True,False,False,False,False,False,False,False,True
586,True,False,True,False,True,False,False,True,False
587,False,False,False,False,True,False,False,True,True
588,True,False,True,False,True,True,False,True,False
589,True,True,False,True,False,False,True,True,True
590,False,False,False,False,False,False,False,False,True
591,False,True,False,False,True,True,False,True,True
592,True,True,False,False,True,True,False,True,True
593,False,False,False,False,False,False,False,True,True
594,False,False,False,False,True,False,False,True,False
595,False,False,False,True,True,False,False,True,True
596,False,False,False,True,False,True,False,True,True
597,True,False,True,False,True,True,False,True,True
598,False,False,False,False,False,False,False,True,False
599,False,False,False,False,False,True,False,True,False
600,False,False,False,False,True,True,False,True,False
601,False,False,True,False,True,True,False,True,True
602,True,False,True,False,True,False,False,False,True
603,True,True,True,False,False,True,False,True,False
604,False,False,False,False,True,False,False,True,False
605,True,False,True,False,True,False,False,True,True
606,False,True,False,False,False,True,False,True,True
607,True,False,True,False,False,True,False,True,False
608,True,False,True,False,False,False,False,True,True
609,True,False,False,False,True,True,False,True,False
610,True,False,False,False,True,True,False,True,True
611,False,False,False,False,True,False,False,True,True
612,True,True,False,False,True,True,False,True,True
613,True,False,False,False,True,True,False,True,True
614,True,False,False,False,False,True,False,False,False
615,True,False,False,False,False,False,False,True,False
616,False,False,False,False,False,True,False,True,False
617,True,False,False,False,True,False,False,True,True
618,False,False,True,True,False,False,False,True,False
619,False,False,False,False,False,False,False,True,False
620,False,False,False,False,False,False,False,False,False
621,True,False,True,False,True,False,False,True,False
622,False,False,False,False,False,False,False,True,False
623,True,False,False,False,False,False,True,True,False
624,True,False,True,False,True,False,False,False,False
625,False,False,True,False,True,False,False,True,True
626,False,False,False,False,True,True,False,True,True
627,False,False,False,False,True,True,False,True,False
628,True,False,False,False,False,True,False,True,False
629,False,False,False,False,False,False,False,True,False
630,True,False,True,False,False,False,True,True,True
631,True,False,False,False,False,False,False,True,True
632,True,False,False,False,True,False,False,True,True
633,True,True,False,False,True,True,False,True,False
634,True,False,False,False,False,False,False,False,True
635,True,False,False,False,False,False,False,True,True
636,False,False,False,False,True,True,False,True,True
637,True,False,True,False,False,False,True,True,False
638,True,True,True,True,True,True,False,True,True
639,False,False,False,False,False,False,False,True,False
640,True,False,False,True,False,False,False,True,False
641,True,False,False,False,True,False,False,True,False
642,True,False,False,False,False,True,False,True,False
643,False,False,False,False,False,False,False,True,False
644,False,False,False,False,True,True,False,False,True
645,True,True,True,False,True,True,False,True,True
646,True,False,False,False,True,True,False,True,False
647,True,False,False,False,False,True,False,True,False
648,True,False,False,False,False,False,False,True,False
649,True,False,False,True,False,False,False,True,False
650,True,False,True,False,True,True,False,True,True
651,False,False,False,False,True,False,False,True,True
652,True,False,False,False,False,False,False,True,False
653,True,False,False,False,True,True,False,True,False
654,False,False,False,False,True,False,False,True,True
655,False,False,False,False,False,False,False,True,False
656,False,False,False,False,True,False,False,False,True
657,False,False,False,False,True,False,False,True,True
658,True,False,False,False,True,False,False,True,False
659,False,False,False,False,True,False,False,True,True
660,False,False,True,False,True,True,False,True,True
661,False,False,True,False,False,True,False,True,True
662,True,False,True,True,True,True,False,True,False
663,True,False,False,False,True,True,False,True,True
664,True,False,True,True,True,False,False,True,True
665,True,False,False,True,True,True,False,True,True
666,False,False,False,False,False,False,False,True,False
667,False,False,False,False,False,True,False,True,True
668,False,False,False,False,True,False,False,True,False
669,False,False,True,False,True,True,False,True,False
670,True,False,False,False,False,True,False,True,True
671,True,False,False,False,True,False,False,True,False
672,True,True,False,True,True,True,False,True,False
673,True,False,False,False,False,False,False,False,True
674,True,False,False,False,True,True,False,False,False
675,True,True,False,False,True,True,False,True,False
676,False,False,False,False,False,False,False,True,False
677,True,False,False,False,False,False,False,True,False
678,True,False,False,False,False,False,False,True,True
679,True,False,False,False,False,False,False,False,True
680,True,False,True,False,True,True,False,False,True
681,True,False,False,False,False,True,False,True,False
682,True,False,False,False,False,False,False,True,False
683,False,False,False,False,False,False,False,True,False
684,False,False,False,False,False,True,False,True,False
